,place_id,review_id_hash,rating,published_at_date,english_review,sentiment
271246,ChIJqw82-IyHcC4Rd1ztZTh_57w,32b3f8f805ddb8a3daa553b990108ede,3,2024-05-10,"The place is spacious, but there are minimal seats the food is quite expensive, the service is just ordinary, not very friendly, ordering drinks and eating outside the buffet takes a long time, I ordered esteh until the food was finished and it still hasnt arrived. suitable for family meals",0
93731,ChIJexGgdtLtaS4R7hFsiPVtP_o,4aa61c538cbe024ebecd143e95067ed1,2,2024-01-10,Long time to order online here!! More than an hour cool!!,0
45135,ChIJAbgIKQrzaS4RgSA1dffSKZc,6bb4c167bd8967ee640ed571ddd6f58e,1,2023-05-13,"Saya sudah 2x makan disni... Selalu dikasih nasi kurang mateng,. Coba bilang sama karyawanya!! diperiksa dulu nasinya sebelum dihidangkan ke cs! Satu lagi setiap costumer makan karyawanya pada ngeliatin  mau ngajak brantem apa gimana?!",0
402547,ChIJ94jeWt5aei4RzjGh11KmctM,7400a55357cac7c6d4063ca6591d361e,2,2024-04-12,"The noodles are all delicious. When I bought chicken katsu rice, it was delicious, but now I buy it again, it doesnt taste like the chicken is burnt and its really salty.",0
426986,ChIJ6d9EdCRYei4RvlIq7XHMRqA,6396df473fd9a8717232e2ad4eb02b4e,3,2020-05-12,The food is not bad,0
110571,ChIJn-3xeWeRQS4RyS8rmact4aQ,a687a313c97c85209b7885bec9a62169,1,2024-03-10,Bad service,0
54176,ChIJ-2fVvR70aS4R9sivnA22dn0,a120a7f7d7bd129a58fad1c65072848f,3,2024-01-10,"Strategic place, comfortable...only lots of mosquitoes in the room near the band stage",0
8106,ChIJ_2xczsnvaS4RVIz3XE6ejoI,860aba1659ce13fd5a11da34c9ce24eb,3,2024-03-13,"Actually the atmosphere is okay. Whats disappointing is that the waiting time is really long. It took almost an hour for the drinks to come out. Even though the orders were only fried noodles, spaghetti and rice bowls. Menus that are practical to prepare. I wont complain if I dont hurry, the problem is that my child wants swimming lessons and the time is really tight. When I complained about asking for take away it still took more than 15 minutes to prepare it. Is there a lack of human resources? Where the waiter cant move quickly because there is a swimming pool in the middle. It would be better to have a handy talky/walki talky for communication between waiters so you dont have to go back and forth just to ask if the order is ready or not :(",0
17030,ChIJGb5oVZrzaS4RDppQQpyOOjI,b3b0e7179a267cfabddeaa74e4a77eda,1,2024-04-13,"This con artist, the inspiration for the cafe owner here, ordered the white and black decorative garden coral stones in the cafe garden here but didnt want to pay him a total of 5 million, the order was sent when the cafe was still under construction here at the beginning of the month of Ramadhan fasting April 16 2022, Its been a year now, bro... Im so stingy and I dont have a lot of capital, so the turnover in one days income could be tens of millions... Consumers who eat and drink coffee here have to pay first before going home, right? Can you not pay but eat and drink here? I dont intend to spread hatred and badmouth this cafe, but Im just confused about how to collect it... Yes, its easy for the cafe to be busy even though it despises me as a seller of decorative stones whose stones are now scattered around the cafe... Im not just talking, but there is photo video evidence. above.. Its only been a year since the cafe has had a rating of just like that, 4 point or so, 3 point or so from various platforms, its only natural that building it from improper methods is not right... They say its a luxurious restaurant with classy decoration, but with minimal capital, aka if its free, you dont have to pay..",0
249066,ChIJy9Shwjojei4R-dXi18DEJoc,15ad4076cb13776e879db30c8bd98235,1,2023-05-14,bosok bakule galak larang sisan,0
357151,ChIJB0C6nAl_1y0RsPqNwZJo5aI,338491baebe21567e1801bd6ec014e58,3,2022-05-14,Interesting,0
374542,ChIJlSKSIr5a0S0R1Vkm-1QRh7k,78ad90e2acb52c622f6a7b7cb3ad6137,1,2022-05-14,unfriendly service,0
394220,ChIJm5YEmQhbei4RV5D59a-OarI,b495d77f46e73a070dce6dcc8c943940,3,2023-05-12,"The food and drinks are all delicious, the prices are also cheap... but unfortunately the service is not friendly, the boss is rude...",0
162109,ChIJaVBzRHj_aS4R5BztCuLZCck,1c1ab0a83840cf2e331500e39f6612e8,3,2020-05-14,It doesnt seem right to call it culinary. Just go to the park instead,0
154611,ChIJjWH8oNrvaS4RMA6GWU0gnKA,f34ecb29bf575090758a99a002c08a9c,3,2022-05-14,"I think the place is just ordinary, the prices are friendly",0
233280,ChIJm6o6H9NZZS4RAgzXovXFtu0,accf6610e30f74df44da699b1b0002ea,1,2024-04-14,"Its crazy that the food isnt delicious, order via telephone so it comes quickly and its slow + usually the kale next door is available, when our table is empty, please find the right one who cooks can cook it makes you in a bad mood just want to break the fast and enjoy delicious food, isnt it? There is a feeling of everything, regret and death. Could it be that the last vegetable to arrive is hilarious!!! Oh my, its so crazy expensive, learn to cook again!!",0
112670,ChIJi8wFf22OQS4RzYm8IERlGB4,a741b196d13aff9775c3faf139bf06ed,3,2022-05-10,Crowded    The price matches the quality Very busy,0
365554,ChIJdakRo__zdy4RHVmGuqPGzZ4,4ecd9d8a58a60baca9985672ecf333df,3,2020-05-14,Lots of sales,0
202499,ChIJRbI3Y6bEaC4REn6--RlQ2m8,8276cb922718f6e0648f502928ee1b61,1,2023-06-15,Have you ever wanted to study but instead you were intimidated like you were going to be a thief Skip no more!,0
26130,ChIJte3q2p_taS4RqHamdk_D-3o,862890822f7b8f6fa0f25301d39d3a56,1,2023-07-13,"The less friendly service I got from ladies who didnt wear a hijab and the powder on their face was too white. Sis, dont worry, I wont come back again. Thank You.",0
272994,ChIJB1NzRtrrei4RM6gBrDuv1dE,618f80f8a01383a6bea7dc0ada323130,2,2024-04-14,"Ordered an iced latte at Grabfood, I chose no sugar but still gave it sugar, ordered a half glass of hot cappuccino, overall the coffee didnt taste like ice, it seemed like there was more ice than coffee",0
371718,ChIJp5dPP0Vb0S0RLHJ_fCFjYLA,61e51b9da7deef38a1cfbb2e73b17486,1,2023-07-14,"For the air freshener, please keep it a little away from the equipment. I ordered a drink to take away when I cooked. The air freshener was really strong in my drink. In fact, to make sure I didnt make a mistake, I tried to buy the one in Perliman & it was indeed different.",0
67842,ChIJD3CmNG_5aS4RW9kuDQPZ9AA,b026e07dcc6c1b3566272c8e73bd4742,1,2024-02-10,How come the content is so little.....,0
49939,ChIJowjmGsHwaS4RuNxIYGDTZI0,dd53db71c28de5c4b067b40bdeb43120,2,2024-03-10,Was at counter ordered 3 pc ayam original like always they give crispy. I put in sampah!,0
356905,ChIJ783yzw_71y0Rl_ClETjn_as,d29e2033729acf046586508e2b395663,1,2023-05-14,"GUY EMPLOYEES ARE NOT PROFESSIONAL, NOT FRIENDLY",0
89462,ChIJs1CyhVL1aS4Ru5EejKdMSmo,6943aa26faf691ed6f8ba61b170dbc73,1,2022-05-10,The restaurant is really old and authentic,0
127949,ChIJO7M5jW6OQS4RJrFWTZ1O33M,de256529743edca8af846bff6a0a7227,3,2020-05-10,Ok,0
454536,ChIJFZKFPXJVei4R4A199cI10II,c1409846d4644ae2fe4293ace8aaf2ba,3,2022-05-14,"Came first, followed by 2 cars (2 families with 1 small child) while I came with 4 small children. Hmm, the order came in later and was made later. Indeed, the queuing system in Indonesia is great.",0
451575,ChIJW2LyppBXei4RoCYzRHAI6qY,2f267ff61217def5a243e5adef555dd5,1,2021-05-14,Why isnt there a telephone number you can call? So how do you want to order?,0
397618,ChIJe9WGtCdYei4RX2w2W-ydDjw,7f2e6bc89029483ded9b59bdd8f83549,2,2024-05-05,"Bought the one that cost 180 thousand for takeaway with 4 chicken fillings and it turned out that I was given 2 thighs (one small, one large) 1 breast, 1 head. Im disappointed that the head was put in, it should have been all the flesh.",0
45306,ChIJDSsqUaTzaS4Rtj9a_MPMuZE,229cf48a27fe6b839e49d758c7838032,1,2023-12-13,They have 3 air conds and none of them was working. It was very hot inside and so many people queue up in casier. It was bad.,0
371530,ChIJW_gPe5db0S0RSBdtGgKfruE,3429ad9662d84610a09a4d145d68e420,1,2024-01-14,"There was no problem with the menu, but what disappointed me was that when I bought gelato, I only ordered 3 cups. And after I paid and got into the car, my husband double checked, it turned out that the input was 4 cups. Finally I went down again to ask. When I met the same cashier, I asked, Miss, why do you have 4 cups? Oh yeah, Ill refund the 15 thousand Is there something odd? Its as if you already know that its 1 cup extra, even though I only said 4 cups and didnt explain how many cups it was. And after that it was continued that was my friend who said there were 4 scoops. Very relaxed and without feeling guilty. Immediately I said, please look at the table where I was, there are several cups there. (I was starting to get annoyed and wanted to grumble. And imagine if there was 1 item that was extra on 10 bills). Even after I ordered gelato, I heard my friend only mention 3 types of gelato that I ordered. He spoke so casually as if he was used to it. Until I received the refund, he didnt even say Say sorry. Second, there is no cashless service there. Even now, it is very rare for me to find cash payments. Very impractical in my opinion. Or is it just a trick from the cashiers? I dont know. Those who come to this restaurant, please double check your order again, so that something like this doesnt happen again. Even if there is, just report it to your superiors.",0
273044,ChIJg38p9lpfcC4RACkK-QjStDM,f8f6735d264d000d6189eb7572809961,2,2024-02-14,"The stale chili sauce doesnt taste good, the price isnt dry, its enough just to come here once and never again.",0
370143,ChIJ6al9AyFF0S0RQDx5OxPnJmM,515ba6976a8dc8b99bb6b886ffb966bb,1,2024-05-07,"Honestly, I am very disappointed with this place to eat. Not suitable to visit if you are very hungry and in a hurry. Because the service is very long. The first information when I paid at the cashier said it would take 15-20 minutes for the food to arrive. What I had to do was wait 45 minutes before the drink came. I was about to finish drinking, then after 65 minutes the food came. An hour of my time was wasted. When the restaurant waiter was asked, the answer was just wait a minute while looking away. There really is no etiquette at all. Its a shame even though the food is quite delicious. But for me, service must still come first. I was surprised that even though there were lots of waiters gathered around chatting happily in front of the kitchen door, why wasnt the food ready? Hope the service can be improved again. Because after all, service is a reflection of the quality of the place to eat.",0
285024,ChIJO_rER0uxcC4RmZ2Oq4u9w1k,e21968eae01a3fdf7123732cc789720e,2,2023-07-11,"Sorry in advance, I rated it 2 stars, because the serving time is quite long... maybe for people who hang out the serving time is 30-40 minutes, but its different for those who are time-oriented... Ive taken the time to stop by to buy coffee instead of taking a short break while drinking coffee, I ordered and the service was okay, but how come I waited 10 minutes, I didnt get a call for 20 minutes, okay, I waited another 10 minutes, a total of 30 minutes, I still havent been called, from quiet to crowded, from initially happy to bad mood, Im complaining .. he said according to the queue and he said in about 10 more minutes then it would be done, a total of 40 minutes I wasted time waiting for my order, okay finally I withdrew because 40 minutes is very valuable for me who is time oriented, 40 minutes I can continue my journey until Sragen . Honestly, I was disappointed even though avocado coffee is my favorite",0
121348,ChIJazdRTNQeQi4RynuHW0bq5h8,38530a02aeac4e0416b3abcb99ce2f7d,3,2023-05-10,Rame,0
