,place_id,review_id_hash,rating,published_at_date,english_review,sentiment
19762,ChIJE_QPvEnyaS4RaCdTmPvgUl0,451ce984590de950907d3fef66375bcf,5,2024-05-06,"Good food, worth the price . Feels like having lunch at Grandmas house They got this free banana stacks which totally levelled up my sons mood Spacious dining spot with classic ambience, and by bringing my son here , my family has reached 4th generation eating here. Point to be improved is toilet cleanliness",1
47834,ChIJh7UPFtDzaS4RCQ6Fx8-S7P4,53439a4aa23905284c37bba6acef6074,5,2022-05-13,Cocok untuk penikmat coffee,1
241544,ChIJAyRS-j-7by4RgAhwOMKreBk,395bf6b56b368f99138db8ae2c30da58,4,2023-09-14,Good,1
161415,ChIJfy_VXjeLQS4RzJU0umzaZcg,ff3050e1b6e77876484816a8af7e10eb,5,2022-05-14,The food is delicious,1
318202,ChIJG8f5Yobn1y0R4JQhWDwNwXA,e0e4376b8d299379ed43f0bec0829b75,5,2020-05-12,so cool,1
443447,ChIJQwG9ETpYei4RvDx2vrQPksk,c1112844d6784b3bed7f23443feb7aeb,5,2024-04-14,The noodles use their own spices so they are more original,1
300924,ChIJg7IbAcKt1y0RKfbPD80eP0o,dc7744a8d90694a33cf26a81b232f092,5,2023-11-12,The smoked fish is clean in its processing. The taste of the fish is also fresh and the chili sauce is delicious.,1
289370,ChIJ24Wn5s2AeC4ReA9ijlQC2Gs,99500157cd0b48efb5db302a7ab864e4,5,2024-05-06,Authentic fried gourami taste.,1
57149,ChIJiTB_Chj0aS4RdlG5qFtI55U,3e094ac4d1bd07471ef5142b03a065a7,5,2024-02-10,"You can request to separate the spices for Tom Yum, so you can adjust the spiciness yourself",1
370682,ChIJ_TX0rQ5XeC4RGiBEqGSw_dg,3e5d5856da5425d9d8b8c704f0847cf0,4,2024-03-14,The price and place are appropriate. The taste of the food and drinks is also delicious... And the live music is also long..,1
17484,ChIJueLMkTvxaS4RYaAQ3Fo6OfE,b32b06791eee90fc300ffe92d0b492f3,4,2024-04-22,"Very crowded, queued for about 1 hour. Just tried the creamy miso ramen, the price is 44k, the soup is really creamy but not salty enough, I think the beef is really sweet so it tastes like satay, the noodles are too soft, its served hot which is really cool Everyones friendly service   while queuing, free infused water is provided. The atmosphere is really good, the place is minimalist but doesnt make it crowded",1
336662,ChIJX8pmP66_eS4RuaSR7l58FLo,a3746b26f2b06106bc838b36204e1b86,4,2024-04-16,"great, delicious",1
262333,ChIJs5TglQ6Hei4REp4wlfTFbzM,97b41cf834f55afb62f196c79e7e21b9,5,2023-07-14,Pleasant...,1
171771,ChIJK497ozOxaC4R3VEWjQ0b7Qc,9860bca5a6b9290845049c5a539f35c1,4,2023-11-11,New cafe close to Garut station. The place is comfortable and located in the center of Garut city. There are similar seats on the train too,1
395812,ChIJMdrXlDlZei4RXVwRHyzG3VI,649fc4c26aed5d8f750c4163ea4bbd97,5,2023-05-12,Muraaaaahhhhh,1
189821,ChIJl-p_x8tVaC4R3I6dE7irlio,a044dc892de515e6016da113c5d72ef9,5,2023-10-14,"the food is really delicious, the service is very friendly again",1
317274,ChIJ3XWAvKkbeS4RS84l07IgDDc,9804a32c2218d3e10ad1aafb165b86fd,5,2024-04-12,"Surabaya people who eat here are surprised to see the price of chicken steak is only 10k, so its free to drink, its really worth it to visit",1
407407,ChIJFSXOXNTlei4R0wlLw-EbBP0,7cd95495aa9a82c2f2cdb2f0999ce7e8,5,2024-05-10,Clean comfortable place..fast service and friendly,1
308338,ChIJF80qQMyTeS4RDHa3D-nVJ0g,c09e004d03965766b4f21a94b9469145,5,2024-05-05,"All the food here is delicious from the 5 menus that we ordered... especially the tempong rice, the chili sauce is delicious... the service is fast even though the stall is full of visitors... Kid-friendliness: There is a menu suitable for children",1
126964,ChIJuR31SV4HQi4R0J_bkis4RUs,6fa349c4d7cc7f655205f1819dd5b2f4,5,2024-05-03,"always repeat orders and never fail, 10/10.",1
256513,ChIJcb05WZ15ei4RVQEto0B4H1E,f29e93747a328e377d7a6a3d0098a9e7,5,2024-04-14,Its great here. The place is cool. Cool. Green2. The spot is interesting. The atmosphere is also comfortable. Cozy. Good. There are also variations in food and drink. Lots. Its delicious. Make a meal or just a light snack. Suitable while drinking coffee there.,1
358070,ChIJl2AgxGiDeC4RpV3NPgXtLo0,fe5cc7c312f59afc21bd0e70b63ea696,5,2022-05-14,the coffee is delicious with a beautiful view,1
391628,ChIJK3gidQBZei4RDK6Ew0Ntzkk,98f945452c72e107e96e1ac46c05d9e6,4,2024-05-05,"spacious parking, comfortable place and atmosphere (arrive after sunset), there is a prayer room, the food and drinks we ordered were delicious: crispy mushrooms, fried bananas, oriental fried rice, cireng, caramel coffee + grass jelly, mendoan. I cant pay using debit, I can do QRIS but there was an error so its better to prepare cash. Food and drink are served quickly and according to orders. the staff is kind and polite. Of the rows of coffee shops located there, Kobessah is the tastiest and most comfortable",1
378326,ChIJq9HMcJ7n1y0RCW3fxqzVWeI,483052a211b609636add7142b0b360cf,4,2023-05-14,"Fun place, my suggestion is that the prayer room is not representative...",1
373605,ChIJn1VaXuxF0S0Rfgz4Izlvm9c,be01cc1dfb724b583109ac8b9fe006eb,5,2023-07-14,The place is comfortable & the food menu prices are affordable.,1
424474,ChIJzYMVgXlZei4RoZ-yKsgaYiU,e672ad2fa488dc0639f220c8d8b505ce,5,2024-05-05,Take the time to stop by because previously we often passed by and lots of people hang out here every night. The atmosphere is a unique place. There are various typical knick-knacks from the past and its location in a residential area makes it look calm. I ordered Kopi Butter OG which had quite a coffee taste and was really delicious with the mixture of milk and butter. The location feels like a hidden gem and I think this is one coffee shop that needs to be visited for a moment.,1
22218,ChIJ8SXOzAHzaS4RYy7jq3RZkc8,9c4790e7daa00279bd2f17bb9c9883eb,5,2024-04-13,"First time hanging out here with my beibe, the atmosphere is really comfortable, the food is delicious and the prices are very affordable, next time I will definitely come here again. Thank you Respati",1
317897,ChIJM4ViHdSTeS4Rleb_sW3e0js,cfc1ca14574070632a8013989bab2953,5,2022-05-12,Cool,1
307816,ChIJE4-b_EQFeS4RY05LhQ440bA,4685fbb6393635f462c5517582add034,5,2023-05-12,"Relative price, comparable to good taste, comfortable place, friendly service.",1
306618,ChIJfQ-Ecfv71y0RElBlSLRSRQQ,352df5e75ab4df42c04c26c273f768b1,5,2024-01-12,The place is comfortable and the food is delicious.,1
117024,ChIJacf4f9f-aS4RxDqOqoBtTlU,6c18c18044ea093296b7abc9356a9969,5,2023-07-10,"the place is cool, enjoy it",1
80462,ChIJAV_JCz0fai4R_35Myaq-zB4,2753a9a4831ff324e6e2a8ce79464251,5,2023-05-10,"The food tastes pretty good, the service is actually good too. When we came, maybe it was because it was busy, so it wasnt optimal. Naahh... The atmosphere is really good",1
97394,ChIJ8Xb7ONIhai4R1ykDG2PpPcE,454c55e4a70f4709add6437138016767,5,2022-05-10,Nice,1
28335,ChIJLwbMiCfzaS4RMbugoiqYgxo,ce0b21cafdb42330f90e59d4dc667a21,4,2023-05-13,"Often,",1
242855,ChIJlbJM7Ta_by4R1B1swF627RE,7c7b692da63d748c42087f140aec2e03,5,2023-05-14,"Really recommended, the food is really delicious",1
396075,ChIJI1lKb3lfei4RFWfIPfKsphY,65af0263452a5e3f1a46bee47232735b,5,2023-09-12,"The atmosphere at night is cool, the spotlight lights make the atmosphere more serene for chatting with friends, the 2nd floor is quite spacious + there is spacious outdoor seating, the standard food is delicious and the prices are cheap according to student pockets",1
467076,ChIJcaVlXV1Zei4Rto3IXMATA2w,8f66dfb38349f48cbd21298e3fbf4634,5,2023-06-14,"The place is nice, nice to hang out",1
34728,ChIJwxZZkv_zaS4RyxBd7Twpgzw,85d52bba287b7d1c41fdc36089d3298f,5,2023-11-13,"A comfortable place to gather with family or friends, the food is delicious, there is a large karaoke room and we can play billiards too",1
179402,ChIJu-2mjKsVby4RDvMdfuCAAHM,04096619e8a9ec61a7e52fd1cdd3f3ff,5,2023-11-11,"The place is spacious, comfortable, strategic, good, great",1
159644,ChIJEW4YDwr8aS4RCVKY7q5JJNs,54280418ea54244c4a231e6ad4657e92,4,2021-05-14,"The taste is good, the price is ok but the glass is one size M",1
352082,ChIJPRVaMWbteC4R-u1Vy5uZBeU,dd2d94f28642a76a099bc846412abc26,5,2023-06-14,Looks like home,1
6415,ChIJNTKz2fT0aS4REUx9Lt-w65A,c404acf0f9761240eb796270fa3a5ce9,5,2024-04-22,"OK, comfortable too",1
170507,ChIJzVIUqlKwaC4RyNF7rUZBqMg,3481e5d82553ac3b87c9e95adad74e26,5,2024-02-11,Top,1
292681,ChIJQcC01TKHeC4RIQkdaz9p-7s,8d276b0b8eb4221a687b043838a29c9d,4,2023-10-12,"The pork tastes great, the rica-rica is also deliciously spicy. The ngohyang siomay doesnt taste like meat, the pork satay is also standard. A bit pricey for the small portion but the taste is delicious.",1
214754,ChIJr9M7BpcPaS4RHCQ_bxEUKqw,487fa686f0733f1c6c6ae5c2b4a7133a,5,2021-05-15,"A fun place to relax & hang out with friends or relatives while enjoying coffee & other snacks. The coffee is delicious, champion  I love coffee yor",1
428238,ChIJXwFQ0UlXei4RZCSYw7ITeSY,6030b4c1a5d72fe1992bed114bd986b1,5,2023-11-12,"Very cozy, the price is really affordable",1
200003,ChIJJ4-b6VBzaS4REsNUvMhqVDc,bfcd106a844a12a21b715909a45c6462,5,2021-05-14,"The place is comfortable, and this includes Abnormal Wedangan.",1
185666,ChIJ5WNahOPFaC4RLVLtMaYO92I,7bab1770ca77d6bbcf8aec3b25e80ba4,4,2024-02-14,Dh bbrapa kli kesini enak ya mienya enak.. Steak jg enak.. Jus murah.. Cmn  saran donk jusnya manis bgtt bgt.. Kalaubisa  kurangin gula krn dh makai susu avokado float  jg manisss bgt kn pakai whip cream gulanya takaran kurangin gtu..yg darting bisa kumat dan kena doiabetes   Trs kalau steak mesennya lamaa bgt jadinya... Gk disediain saos sambal jg dimeja .pdhl mah sih dh keren cmn itu saran aja ...,1
465756,ChIJgQm9LpRXei4RUP_Q46L-2dQ,a4a5e8e432cbf83e92abb71a1c997251,5,2020-05-14,Delicious luwak coffee,1
302766,ChIJtZsgAyqBeC4RaphFu9IAAro,def874456c910692ea378e5ecbdbe5da,4,2022-05-12,OK too....,1
426355,ChIJiRLv-bXlei4R8gFXqdsq36c,f5e61d6149a70f04920a84bc6d9e3b14,5,2023-05-12,"Eating at Sambal Bakar Mak Kobar will make your love even brighter... Recommended, the taste is right, the price is right...",1
91161,ChIJd4V7xdj3aS4RkmR87FSRjGs,0618af15db8dab2b1eaa2bd7f34dae38,5,2023-08-10,"1. The food and drinks, nothing is bad. All good 2. The place is cozy. Its great for doing assignments or work alone, or just having a lot of fun 3. There is a cute t-shirt shop 4. The place may not be on the main road, but please, use a map. Its really worth trying. Ive tried almost all of the menu *puk puk stomach Sorry, only uploaded 2 pictures. Just for reference",1
167252,ChIJJVb0WqU5by4RxNq70_1BMeQ,1d8051842f2ebc05dde8c4a5ef2afa96,5,2023-12-11,the fried chicken is helpful,1
23933,ChIJMZA4nEjyaS4Relfbzpw7vt8,eba889ff544fe37e7010420254dda6eb,4,2022-05-13,Excellent,1
300704,ChIJ2bNOSzKHeC4RDLrlDZFzgFw,adca734ce50e944613819c46943185b8,4,2024-04-14,"Want cooking traditional here it is.,,,",1
78714,ChIJ8_zubVz1aS4RNB2_TPVbpm4,d061ed0a42b809a1d479036a1a2dc0b8,4,2024-04-10,"Pan&Co Wanted pancakes and happened to be playing at Gading so just stopped by here Original Pancakes IDR 49,000 Rate: I really like the maple syrup, overall its delicious, especially with vanilla ice cream, the pancakes are really fluffy too Tiramisu Baby IDR 63,000 Rate: If you dont like sweets, you can try this, the after taste is a little bitter but overall its really delicious Blueberry Shizu Shake IDR 49,000 Rate: The drink is delicious, the sweetness is just right, its creamy and makes me addicted in my opinion Sakura Boba IDR 39,000 Rate: I think this is a bit too sweet, but you can smell the floral fragrance, the boba isnt that chewy but its still okay",1
219005,ChIJqzlrR__FaC4RdpKq4Wh5qHY,674a5aa38fb29599a22378b9c632a4ac,5,2020-05-15,"Because its satisfying, the food is delicious, its cheap and delivery is possible, the delivery person is friendly, the point is, its satisfying",1
94880,ChIJ8cTK9Ccfai4ROhN_kGtqhdg,feb4f6414aea49be1748020c2493172a,5,2024-03-10,Mas Sultans service is very friendly,1
134271,ChIJryB_uSUlQi4R1pBM93XDkNs,4a1a9e078b1fefb5d73aae8d3cd5b26f,5,2021-05-10,fill up with petrol,1
145038,ChIJc1Df-HnvaS4RNyz_0v75Lnc,3272421840ecdf3d5e0ffece7bcbfc2e,5,2021-05-14,"Wow, thats cool",1
253284,ChIJW4W-V_ofcS4RHuodeNTjZhM,dc13f57bb8670643e813c5083df463fc,4,2023-05-14,Great meals with my friends. Eclectic decor and attentive but unobtrusive staff made for a lovely lunch. A wide selection of food and drink is available.,1
273198,ChIJxVIZ0wbKei4RotbUuPiHgAo,269f92c1fc9dbc25eddf4f8c0d6100e3,5,2020-05-14,OK,1
208556,ChIJe2uCZtt3aS4RJ19AX1BmzmY,e4fcb73e147a5e6b5c2730329f83859e,4,2024-02-15,"The food is quite tasty, it would be even tastier if you didnt add ATI AMPELA",1
296522,ChIJuRiKheeHeC4R9Q2wx-qymOQ,b5439f7e2afce94c3823e1336d488697,5,2024-05-05,"Hanging out here yesterday, it was really exciting. Spacious place near agrotourism hotels. Easy access and there is a pool area. Guaranteed comfort.",1
41689,ChIJ_yb0hKXxaS4RExSrcQGA0cM,b16b50cc8e9c32d28b9bbf8cd62a980e,5,2024-03-13,"Untuk pelayanannya ok, makanannya jga enak enak",1
197830,ChIJo7hLyTLxaC4RWuyaTr-vG1M,4f2f918e734ba6ed2c5204b33f811c36,5,2021-05-14,Good,1
405575,ChIJy1_GhAhbei4RHx8hFbiY84g,27443d9b1da534e940fccf05b06f27ec,5,2024-04-12,"Restaurant with a calm atmosphere. Delicious food menu. There are indoor and outdoor areas, but for dinner I recommend choosing indoor, because there are lots of mosquitoes in the outdoor area. The parking area is very large.",1
57329,ChIJ37T5Jir3aS4RL06JtqAPres,529bd10c1ced2f153dd0a63819f6f704,5,2023-05-10,The baristas are friendly... Fore coffee the best,1
372745,ChIJjRmbxj0p1y0RJyZNZb1_HEY,08c57645f63f9d8ee9c1e5a79c7d481b,5,2023-05-14,"The food is delicious, the iced tea is also really fresh",1
240078,ChIJhf3PqXUiei4RnvWzUOW4wnQ,160538de0dad4eb9da3a9584f44d7558,4,2023-05-14,"Clean place, lots of frozen food variants. The waiters were also friendly, but they were a bit confused about where to put them. Because sometimes its moved. Prices are also affordable",1
332538,ChIJEQdO-Ni_eS4RcQ4TjaH7Rq0,da04c45e38f1e341069198117ebfde13,5,2024-01-14,"The taste is also delicious and there is also clombolononi which is also delicious, its really good",1
133223,ChIJzxIv_ycYQi4RuHfmjVryEo8,df3d62b8697dfd95ae7182e3a79d4431,5,2020-05-10,Very good service,1
259630,ChIJTThgynsldy4R8KlqVAZYI1M,685c1c53c5c803d58fae7cf30447eea5,5,2023-10-14,Good,1
299912,ChIJTwc00PCBeC4Rnyk2xSYxUzo,bce54dd66ffe286579c01d82472b85ca,5,2024-04-14,"First time breaking the fast with friends... The wait for food didnt take long, it was really fast So breaking the fast is perfect... I think the service is friendly",1
378755,ChIJPREol0_h1y0RXDvurHgJY80,2b4dc98e5c193f539e8ebc69f063db09,5,2024-02-14,Memorable inspiring place ....,1
401699,ChIJ-XbRHu5Xei4Rb41EebrRiWk,f533ed7b029260ffaa733beeb103851d,5,2024-04-12,"the best pure milk in town! I always order plain plain milk without sugar, this is really the best, healthy and delicious to drink at night. Unfortunately, if youre feeling a bit lazy, the fried food and snacks are gone Parking: Motorbike parking is no problem, but car parking is a bit tricky",1
401613,ChIJy7Wx4KD_ei4RnTXSm6BPrzo,2a10bd13073736d024c2b1f05357d670,5,2024-02-12,"The service is friendly, the food is delicious and the menu is complete, suitable for hanging out or wanting to do homework. The bro is also handsome.",1
138814,ChIJD3C-yUKLQS4RVRPXihm-nKY,e8a638ef3dfaeb39caa885cf0cbcd60f,5,2023-05-10,Top,1
128276,ChIJ9cjH34P_aS4R1P41v7l1DrI,981e529a872411d9849f011641245691,5,2023-05-10,"nice place, delicious drinks, friendly service",1
407986,ChIJJRrWqGOzey4RvNMxyg30PCM,0dc1cfdd8d89b61ca6b076a7ed6e3e44,5,2023-11-12,"Spacious place, delicious food, there is a place for meetings, there is karaoke entertainment, if you go to Wonosari dont forget to stop by, guys",1
67534,ChIJmQqXp0n5aS4RatIoNpj0rYg,5db5f10d5af22635868b7b86928817e4,5,2020-05-10,"Comfortable, friendly, friendly prices, delicious, this place is really good for hanging out...",1
90939,ChIJdRaPQoYDai4RU_rLR9L7EoE,22c830c1544233d1d74c06c3d0ec2296,5,2024-02-10,"The place to hang out is spacious and quiet, the streets are not busy so its calm. Parking is quite spacious for motorbikes, but not spacious for cars.",1
7085,ChIJc7G-akHxaS4RbI6dbZiFPGw,9f03732e9e96a04db3b492d65da3ab35,5,2023-09-13,The place is aesthetic  Those who like taking photos must try this place,1
438678,ChIJJwc0fEPlei4R7CXlzn9P1t4,5dae41f09ffd5799c485f4952edd699a,5,2021-05-12,"A popular place to eat while enjoying the beauty of the Sermo Reservoir but it tastes classy with a menu of tilapia fish, catfish, there is also fried tilapia and fried chicken.",1
357482,ChIJbYCPFd7zdy4RneWoj5bCLJM,4f42c6c83cf15bd6ef1331a9e56d9613,5,2023-05-14,Bad,1
337320,ChIJI1UNjRT71y0RxbqEJQaE51g,80e4840c0d56308eaddd0163d50358ac,4,2024-02-14,Safe place and ok service Parking: Parking is safe and easy to get out of,1
173839,ChIJ0_aiAKQWby4RVUeJqDDZ8-s,cc898c2590dfdcbf1730c3b3b79348f1,5,2020-05-11,Enjoy your favorite menu,1
294583,ChIJS6f7IT_61y0RcoV0Kwn4sL0,9c33971e72778ce976255e32c7965ad0,5,2023-05-12,Excellent,1
174278,ChIJDwT195TGbi4RpJfhSTKPFW8,4f0de14b80408578b9ad1772480616b3,5,2021-05-11,Excellent,1
134839,ChIJ2ff7ykf5aS4Rma6w7aV5_68,e089466b97b628116c381c1864f26c18,5,2023-05-10,The dim sum is delicious and doesnt smell fishy... its really addictive,1
142641,ChIJQVsSenjvaS4R49lDs2ktB84,c7296fc37d2493526e1db56d8b000a4a,5,2020-05-14,"Wow, the cendol ice is really delicious, makes you addicted, it feels like if you pass by but dont stop by, dont buy afdol,",1
200578,ChIJqfv0t461aC4RcUKtU-93lfw,c3b60c2e5a9dae0dc66bb969672b58db,5,2021-05-14,The best drinks,1
181619,ChIJaduQ31XHbi4RUHJDhP5ptY0,233797f75167a383c5a8db6de02915e2,5,2023-05-11,"Ma Shaa Allah, the menu is delicious, the sauce is also top...TOP",1
72396,ChIJN4MSiOL1aS4Rgd38zt8Q2KU,52d5f3ec573992d70f5a07cfca9cd102,5,2024-04-26,The porridge is Makyuuus Sekbanya deserves to go viral The Pacamke chicken tastes delicious,1
131511,ChIJ9x99uYwHQi4RRlIu0x4Zn5E,7014c3efb713327c9085ce6e09480b6c,5,2022-05-10,"Lots of menus, delicious taste, popular prices, hopefully the restaurant will sell well... amen",1
304672,ChIJn6AFL8f71y0RE7YnNkl4qtY,4ffadbde8c42b5fe1dad6fc4c9304f51,5,2020-05-12,"Its fun to eat while listening to karaoke. You can sing karaoke, you know?",1
272775,ChIJBUOngfe1ei4RKRlSlpsDgsw,605bda0a316ee8b1858a8ff82ea010c6,5,2020-05-14,Close to home,1
9586,ChIJI-xTrMLxaS4RPMzZ8VQguZ4,adc3f6765d34a7ac1068d2c7248c6012,5,2023-05-13,From the garage it turned into a place to hang out. Its recommended.,1
349385,ChIJwcc6mvLzdy4RtMVlc1D5LNo,09944b93e9a288fcf0d06a94e56e4f24,5,2022-05-14,Kopine muwantep.. Wifine kuwenceng,1
106894,ChIJTXmwGanzaS4RSUAylVP25x0,f8732f4d201942008b4f1991111c9382,5,2021-05-10,The pizza is delicious. The price is cheap. You wont regret it.,1
260019,ChIJcV9VKIONei4RBaRSAEeQVJU,f4ab67dc9ef6ee3efe941c017e2ee3ab,5,2024-02-14,"Good Food and Good Place, Service Good",1
162826,ChIJI2Dvpmq2aS4RehU_ClI0Zj0,13f45fa5d4bf7133949bb1edee852528,4,2024-05-04,"Lately, they put too much MSG in though the service is absolutely top.",1
220986,ChIJczLZv1iUaS4Re6tdQnYwOvQ,b1ef26185a360e10aa82b14d96deaa1d,5,2022-05-15,The place is strategic for waiting for orders while resting,1
255716,ChIJwYk8nfSNei4R09njESJTc9E,56b869f25866c62467d61ca483de7dee,5,2023-05-14,"A nice rooftop bar at the hotel. They serve great cocktails,  such as Negroni, and the burger was tasty",1
20783,ChIJG_m4kL_xaS4RbycTWB5Xrk8,3df45309f0a7249d353bf37714e60687,5,2023-09-13,"The place is quiet even though it is in the middle of the city, it is really comfortable for sharing",1
376792,ChIJn37WzgdReC4Rj638kTYPbOs,f8018ea135ba97bf634383090fd32cdf,5,2021-05-14,Good,1
199252,ChIJDQLbBNuzaS4R-8D-unZt7O8,3dbdc76ddc76aeba2771f2ef05a7790b,5,2024-04-30,Black Coffee nya,1
317580,ChIJy7U9kDaSeS4R46gqU3LCdwI,901420bc57bfffeabfbb30b4436fe8e2,4,2020-05-12,The hotel is clean.,1
55442,ChIJNVc1Tnj2aS4RJjDPK_m5LPc,9a0394581f37119a8a7486e570a7bc5d,4,2024-03-10,"The coffee shop is quite comfortable, the parking lot is decent, the coffee and fried rice are delicious",1
284944,ChIJWTd1_JSNcC4RZzBL2R6QB6Q,6a5f9a2552fb579e631707c56c3f1c8a,4,2021-05-11,"standard price, comfortable place. fast wifi",1
445541,ChIJi4MsA5NZei4RONcp2t--kPY,0f4311fa993a9b081416b603f37b55a7,5,2022-05-14,Good,1
271799,ChIJqaqq_cnrei4RXNFo08upK50,6a26b2ec239ecfcb453b57e9aa5a9df2,5,2024-03-14,"Overall its delicious, the service is also good, the fat dim sum makes you full. If possible add a fan hehe :3",1
364275,ChIJA-FIeVgp1i0Rx5UVrIztjA8,c74b48c2c7b35c871da74fa9a52c0b2f,5,2024-05-07,"A nutritious traditional Javanese drink, formulated in such a way that it can be enjoyed by the young and old generations. If you are confused about choosing, the seller will help you with an explanation. Open from 16.00 to 24.00. Really huuwenaak, great.",1
387177,ChIJcUkhZKtZei4RQjnmcCwUWec,5d56b95463c9aa978a457f8d8828c553,5,2024-05-08,"Cozy place, great vibes and yum beverage!",1
21458,ChIJwYcHekL3aS4RstwNsJXQWyE,1ba505f97d9269282461409da010aac5,5,2023-11-13,really really cozy place,1
182886,ChIJ2T8WHumzaS4ROwT7rCK4lfw,15a1cbb03a21fe56cc49289a43217aac,5,2024-05-13,Geina,1
426284,ChIJn6w8OZBZei4RqerEi3cP-fg,b72afd7ba5efa7f30ec472c6b8f010ec,4,2022-05-12,"Actually, in terms of taste, its pretty good, the service is okay, the place and location are very, very easy to reach. However, what is very unfortunate (perhaps because it just opened so there wasnt enough time to prepare) the cup lid wasnt sealed, but just used a normal cup lid, but luckily it didnt go wutah so it was still safe.",1
353662,ChIJ8WpySmG-eS4R7vOkiDrZbY0,993bcd50387cec3feb8186b32c0479b8,5,2020-05-14,Ok,1
416045,ChIJqc0Qm75Zei4RLgPkgKi4WtA,6203b8a278493f66752699296f2ffb55,5,2023-05-12,Its delicious but the salad dressing is lacking and too sour for me,1
140383,ChIJL9OsfMP7aS4R2FR1k-E53Tw,5c7fc61476642ff4b1ba419fd2fb5670,5,2024-05-07,"The food and drinks are all okay, the staff are friendly and skilled too.",1
158370,ChIJZ63Kt-PlaS4RzTBnVcCNOno,2acb84b7a2d2666845a1a46dd58abb44,5,2023-05-14,Delicious coffee at low prices,1
460863,ChIJ2x_KJA5Xei4R77IeKOMqTAI,0d9069d2dd5848c7e5ee60a1ba79ddc0,5,2024-03-14,"Yesterday, just because I wanted to try Esque, we ordered 1 Fresh Milk Brown Sugar & 1 Lovely Creamy Strawberry, both are delicious & suitable, the strawberry one seems to use real strawberries, right? Theres still a greasy texture like Korean Milk Strawberry. Great, refreshing Prices are relatively cheap",1
430231,ChIJPbvV6yBYei4RC9POR_gtKF0,00f2a9644730f65450f7fed5a4ea1f91,5,2022-05-12,Sedaaapppp favorite kemepyarr,1
191455,ChIJX5C5-YPDaC4R6l14C06F4lA,acfe766fa98945bb731cefe4f2988e53,5,2023-05-14,"HAIFA CAFE is delicious and comfortable, full of the blessings of Allah Azza Wa Jalla ah The food is really delicious and delicious :)",1
